,Smiles,ID
6333,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)Oc2ccc(cc2)Sc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)C2(c3ccccc3c3ccccc23)c2ccc(cc2)NC(=O)*)cc1,P433667.mol
6334,*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)Oc2ccc(cc2)Sc2ccc(cc2)*)cc1)(C)C,P433668.mol
6335,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)Oc2ccc(cc2)Sc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)cc1,P433669.mol
6336,*N1C(=O)c2c(C1=O)cc(cc2)Sc1cc2c(C(=O)N(C2=O)c2c(cc(cc2)Cc2cc(c(cc2)*)C(C)(C)C)C(C)(C)C)cc1,P433671.mol
6337,*N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1cc2c(C(=O)N(C2=O)c2c(cc(cc2)Cc2cc(c(cc2)*)C(C)(C)C)C(C)(C)C)cc1,P433672.mol
6338,*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)Oc2c(c(ccc2)Oc2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2cc(ccc2)Oc2c(c(ccc2)Oc2cc(ccc2)Oc2c(c(ccc2)Oc2cc(ccc2)NC(=O)*)C#N)C#N)C#N)cc1,P433674.mol
6339,*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)Oc2c(c(ccc2)Oc2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2cc(ccc2)Oc2c(c(ccc2)Oc2cc(ccc2)NC(=O)*)C#N)C#N)cc1,P433675.mol
6340,*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)Oc2c(c(ccc2)Oc2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)Oc2cc(ccc2)Oc2ccc(cc2)NC(=O)*)C#N)cc1,P433676.mol
6341,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c(c(ccc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2cc(ccc2)Oc2c(c(ccc2)Oc2cc(ccc2)Oc2c(c(ccc2)Oc2cc(ccc2)NC(=O)*)C#N)C#N)C#N)cc1,P433677.mol
6342,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c(c(ccc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)Oc2c(c(ccc2)Oc2ccc(cc2)NC(=O)*)C#N)C#N)cc1,P433678.mol
6343,*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c(c(ccc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)Oc2cc(ccc2)Oc2ccc(cc2)NC(=O)*)C#N)cc1,P433679.mol
6344,*c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2c(cc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)c2ccc(cc2)NC(=O)*)c2ccccc2)c2ccccc2)cc1,P433689.mol
6345,*c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2c(cc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)NC(=O)*)c2ccccc2)c2ccccc2)cc1,P433690.mol
6346,*c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2c(cc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2c(ccc(c2)C(F)(F)F)Oc2c3c(ccc2)c(ccc3)Oc2c(cc(cc2)C(F)(F)F)NC(=O)*)c2ccccc2)c2ccccc2)cc1,P433691.mol
6347,*c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2c(cc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2cc(c(cc2)Oc2c(cc(cc2)NC(=O)*)c2ccccc2)c2ccccc2)c2ccccc2)c2ccccc2)cc1,P433692.mol
6348,*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)S(=O)(=O)c2ccc(cc2)Oc2ccc(cc2)*)cc1,P433696.mol
6349,*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(c1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)S(=O)(=O)c2ccc(cc2)Oc2ccc(cc2)*)cc1)(C)C,P433697.mol
6350,*N1C(=O)c2c(C1=O)cc(cc2)Oc1c2c(ccc1)c(ccc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)S(=O)(=O)c2ccc(cc2)Oc2ccc(cc2)*)cc1,P433698.mol
6351,*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc(ccc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)C(=O)c2ccc(cc2)Oc2ccc(cc2)*)cc1,P433699.mol
6352,*N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1cc2c(C(=O)N(C2=O)C(=S)Nc2ccc(cc2)Oc2ccc(cc2)NC(=S)*)cc1,P433704.mol
6353,*N1C(=O)c2c(C1=O)cc(cc2)C(c1cc2c(C(=O)N(C2=O)C(=S)Nc2ccc(cc2)Oc2ccc(cc2)NC(=S)*)cc1)(C(F)(F)F)C(F)(F)F,P433705.mol
6354,*N1C(=O)C2C(C1=O)C(=CC(C2)C1C(=O)N(C(=O)C1)c1ccc(cc1)Oc1ccc(cc1)*)C,P433706.mol
6355,*N1C(=O)C2C(C1=O)C(=CC(C2)C1C(=O)N(C(=O)C1)c1cc(ccc1)c1cc(cc(c1)C(=O)Nc1ccc(cc1)OC(=O)c1cc(c(c(c1)OCCCCCCCCCCCC)OCCCCCCCCCCCC)OCCCCCCCCCCCC)c1cc(ccc1)*)C,P433707.mol
6356,*N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)c2cc(cc(c2)C(=O)Nc2ccc(cc2)OC(=O)c2cc(c(c(c2)OCCCCCCCCCCCC)OCCCCCCCCCCCC)OCCCCCCCCCCCC)c2cc(ccc2)*)cc1,P433708.mol
6357,*c1cc2c(C(=O)N(C2=O)c2c(ccc(c2)C(c2cc(c(cc2)OC(=O)C)N2C(=O)c3c(C2=O)cc(cc3)C(*)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)OC(=O)C)cc1,P433712.mol
6358,*c1oc(nn1)c1ccc(cc1)Oc1cc(ccc1)n1c(=O)c2ccc3c(=O)n(c(=O)c4ccc(c1=O)c2c34)c1cc(ccc1)Oc1ccc(cc1)*,P433720.mol
6359,*c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)Cc2cc(c(c(c2)C)N2C(=O)c3c(C2=O)cc(cc3)C(=O)OCCN(CCOC(=O)*)c2ccc(cc2)C(=C(C#N)C#N)C#N)C)C)cc1,P433721.mol
6360,*c1cc2c(C(=O)N(C2=O)c2c(ccc(c2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)OCCN(CCOC(=O)*)c2ccccc2)N=Nc2ccccc2)cc1,P433724.mol
6361,*c1cc2c(C(=O)N(C2=O)c2c(ccc(c2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)OCCN(CCOC(=O)*)c2ccc(cc2)C(=C(C#N)C#N)C#N)N=Nc2ccc(cc2)C(=C(C#N)C#N)C#N)cc1,P433725.mol
6362,*c1cc2c(C(=O)N(C2=O)c2c(ccc(c2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)OCCN(CCOC(=O)*)c2ccc(cc2)N=Nc2ccccc2)N=Nc2ccccc2)cc1,P433726.mol
6363,*c1cc2c(C(=O)N(C2=O)c2c(ccc(c2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)OCCN(CCOC(=O)*)c2ccc(cc2)N=Nc2ccc(cc2)C(=C(C#N)C#N)C#N)N=Nc2ccc(cc2)C(=C(C#N)C#N)C#N)cc1,P433727.mol
6364,*C1C2C(C(=O)N(C2=O)c2c(cccc2)F)C(C1)C=C*,P433730.mol
6365,*C1C2C(C(=O)N(C2=O)c2cc(ccc2)F)C(C1)C=C*,P433731.mol
6366,*C1C2C(C(=O)N(C2=O)c2ccc(cc2)F)C(C1)C=C*,P433733.mol
6367,*C1C2C(C(=O)N(C2=O)c2c(cccc2)Cl)C(C1)C=C*,P433734.mol
6368,*C1C2C(C(=O)N(C2=O)c2cc(ccc2)Cl)C(C1)C=C*,P433735.mol
6369,*C1C2C(C(=O)N(C2=O)c2ccc(cc2)Cl)C(C1)C=C*,P433736.mol
6370,*C1C2C(C(=O)N(C2=O)c2c(cccc2)Br)C(C1)C=C*,P433737.mol
6371,*C1C2C(C(=O)N(C2=O)c2cc(ccc2)Br)C(C1)C=C*,P433738.mol
6372,*C1C2C(C(=O)N(C2=O)c2ccc(cc2)Br)C(C1)C=C*,P433739.mol
6373,*C1C2C(C(=O)N(C2=O)c2cc(ccc2)I)C(C1)C=C*,P433740.mol
6374,*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2c(cc(cc2)Cc2cc(c(cc2)*)C)C)cc1,P433746.mol
6375,*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Cc2c(cc(cc2)*)C)C)cc1,P433747.mol
6376,*c1cc2c(C(=O)N(C2=O)c2c(c(cc(c2)C(F)(F)F)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)NC(=O)*)Oc2ccc(cc2)C(F)(F)F)cc1,P433765.mol
6377,*c1cc2c(C(=O)N(C2=O)c2c(c(cc(c2)C(F)(F)F)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2cc(c(cc2)Oc2c(cc(cc2)NC(=O)*)c2ccccc2)c2ccccc2)Oc2ccc(cc2)C(F)(F)F)cc1,P433766.mol
6378,*c1cc2c(C(=O)N(C2=O)c2c(c(cc(c2)C(F)(F)F)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2c(c(cc(c2)C(F)(F)F)NC(=O)*)Oc2ccc(cc2)C(F)(F)F)Oc2ccc(cc2)C(F)(F)F)cc1,P433767.mol
6379,*c1cc2c(C(=O)N(C2=O)c2c(c(cc(c2)C(F)(F)F)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)Oc2c(c3c(cc2)cccc3)c2c3c(ccc2Oc2ccc(cc2)NC(=O)*)cccc3)Oc2ccc(cc2)C(F)(F)F)cc1,P433768.mol
6380,*N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)N(c2ccc(cc2)*)c2ccccc2)cc1,P433769.mol
6381,*N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)N(c2ccc(cc2)*)c2ccc(cc2)C#N)cc1,P433770.mol
6382,*N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)N(c2ccc(cc2)*)c2ccc(cc2)OC)cc1,P433771.mol
6383,*N1C(=O)c2c(C1=O)cc(cc2)S(=O)(=O)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)N(c2ccc(cc2)*)c2ccc(cc2)N(C)C)cc1,P433772.mol
6384,*Nc1cc(ccc1)NC(=O)c1cc(ccc1)C(=O)Nc1cc(ccc1)NC(=S)NC(=O)c1cc(ccc1)C(=O)NC(=S)*,P433773.mol
6385,*Nc1cc(ccc1)NC(=O)c1cc(ccc1)C(=O)Nc1cc(ccc1)NC(=S)NC(=O)c1ccc(cc1)C(=O)NC(=S)*,P433774.mol
6386,*Nc1cc(ccc1)NC(=O)c1cc(ccc1)C(=O)Nc1cc(ccc1)NC(=S)NC(=O)CCCCC(=O)NC(=S)*,P433775.mol
6387,*Nc1cc(ccc1)NC(=O)c1cc(ccc1)C(=O)Nc1cc(ccc1)NC(=S)NC(=O)CCCCCCCCC(=O)NC(=S)*,P433776.mol
6388,*Nc1cc(ccc1)NC(=O)c1ccc(cc1)C(=O)Nc1cc(ccc1)NC(=S)NC(=O)c1cc(ccc1)C(=O)NC(=S)*,P433777.mol
6389,*Nc1cc(ccc1)NC(=O)c1ccc(cc1)C(=O)Nc1cc(ccc1)NC(=S)NC(=O)c1ccc(cc1)C(=O)NC(=S)*,P433778.mol
6390,*Nc1cc(ccc1)NC(=O)c1ccc(cc1)C(=O)Nc1cc(ccc1)NC(=S)NC(=O)CCCCC(=O)NC(=S)*,P433779.mol
6391,*Nc1cc(ccc1)NC(=O)c1ccc(cc1)C(=O)Nc1cc(ccc1)NC(=S)NC(=O)CCCCCCCCC(=O)NC(=S)*,P433780.mol
6392,*Nc1cc(ccc1)NC(=O)CCCCC(=O)Nc1cc(ccc1)NC(=S)NC(=O)c1ccc(cc1)C(=O)NC(=S)*,P433782.mol
6393,*Nc1cc(ccc1)NC(=O)CCCCC(=O)Nc1cc(ccc1)NC(=S)NC(=O)CCCCC(=O)NC(=S)*,P433783.mol
6394,*Nc1cc(ccc1)NC(=O)CCCCC(=O)Nc1cc(ccc1)NC(=S)NC(=O)CCCCCCCCC(=O)NC(=S)*,P433784.mol
6395,*c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)Oc2c(cc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)c2cc(c(c(c2)F)F)F)c2cc(c(c(c2)F)F)F)cc1,P433786.mol
6396,*C1C(=O)OC(=O)C1C(C*)OCC,P440005.mol
6397,*C1C(=O)OC(=O)C1C(C*)OCC(C)C,P440006.mol
6398,*C1C(=O)OC(=O)C1C(C*)OCCCC,P440007.mol
6399,*C1(C(=O)OC(=O)C1(C(C*)OC)C)C,P440008.mol
6400,*C1(C(=O)OC(=O)C1(C(C*)OCC)C)C,P440009.mol
6401,*C1(C(=O)OC(=O)C1(C(C*)OCC(C)C)C)C,P440010.mol
6402,*C1(C(=O)OC(=O)C1(C(C*)OCCCC)C)C,P440011.mol
6403,*C1C(=O)OC(=O)C1C(C*)c1ccccc1,P440015.mol
6404,*C1C(=O)OC(=O)C1C(C*)(N=C=O)C,P440019.mol
6405,*C1C(=O)OC(=O)C1C(C*)(C)C,P442004.mol
6406,*C1C(=O)OC(=O)C1C(C*)OC(C)C,P442009.mol
6407,*C1C(=O)OC(=O)C1C(C*)OC1CCCCC1,P442010.mol
6408,*C1C(=O)OC(=O)C1C1C2CC(C(C1*)C2)C(=O)OCCOCC,P442011.mol
6409,*C1C(=O)OC(=O)C1C1C2CC(C(C1*)C2)C(=O)OC(CC)C,P442012.mol
6410,*C1C(=O)OC(=O)C1C1C2CC(C(C1*)C2)C(=O)OC1CCCCC1,P442013.mol
6411,*C1C(=O)OC(=O)C1C1C2CC(C(C1*)C2)COCCC,P442014.mol
6412,*Oc1c(cc(cc1)C1(C2CCC(C1)C2)c1cc(c(cc1)OC(=O)*)C)C,P450003.mol
6413,*Oc1c(cc(cc1)C1(C2CCC(C1)C2)c1cc(c(cc1)OC(=O)*)Cl)Cl,P450004.mol
6414,*Oc1c(cc(cc1Cl)C1(C2CCC(C1)C2)c1cc(c(c(c1)Cl)OC(=O)*)Cl)Cl,P450005.mol
6415,*Oc1c(cc(cc1Br)C1(C2CCC(C1)C2)c1cc(c(c(c1)Br)OC(=O)*)Br)Br,P450006.mol
6416,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)C1C2CCC(C1)C2,P450007.mol
6417,*Oc1c(cc(cc1Cl)C(c1cc(c(c(c1)Cl)OC(=O)*)Cl)C1C2CCC(C1)C2)Cl,P450008.mol
6418,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)C1C2CCC(C1C)C2,P450009.mol
6419,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)C1C2CCC(C1c1ccccc1)C2,P450010.mol
6420,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)C1CCCCC1,P450011.mol
6421,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)OCCN(CCOC(=O)*)c1ccccc1)(C)C,P450012.mol
6422,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)OCCN(CCOC(=O)*)c1ccc(cc1)OC)(C)C,P450013.mol
6423,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)OCCN(CCOC(=O)*)c1ccc2[nH]c3c(c2c1)cccc3)(C)C,P450014.mol
6424,*Oc1ccc(cc1)C1(C2C3C(CCC3)C(C1)C2)c1ccc(cc1)OC(=O)*,P450017.mol
6425,*Oc1c(cc(cc1)C1(C2C3C(CCC3)C(C1)C2)c1cc(c(cc1)OC(=O)*)C)C,P450018.mol
6426,*Oc1c(cc(cc1Cl)C1(C2C3C(CCC3)C(C1)C2)c1cc(c(c(c1)Cl)OC(=O)*)Cl)Cl,P450019.mol
6427,*Oc1ccc(cc1)C1(C2C3C(C(C1)C2)C1CCC3C1)c1ccc(cc1)OC(=O)*,P450020.mol
6428,*Oc1c(cc(cc1)C1(C2C3C(C(C1)C2)C1CCC3C1)c1c(cc(cc1)OC(=O)*)C)C,P450021.mol
6429,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)C1C2C3C(C(C1)C2)C1CCC3C1,P450022.mol
6430,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)(CC)c1ccccc1,P450023.mol
6431,*Oc1ccc(cc1)C1(c2c(CC1)cccc2)c1ccc(cc1)OC(=O)*,P450024.mol
6432,*Oc1ccc(cc1)Cc1ccc(cc1)Cc1ccc(cc1)OC(=O)*,P450026.mol
6433,*OC(COC(=O)*)C,P450037.mol
6434,*Oc1ccc(cc1)C1(CC(CC(C1)C)(C)C)c1ccc(cc1)OC(=O)*,P450038.mol
6435,*Oc1c(cc(cc1C)C(c1cc(c(c(c1)C)OC(=O)*)C)(C(F)(F)F)C(F)(F)F)C,P450039.mol
6436,*OC1CCC(CC1)OC(=O)*,P450040.mol
6437,*OC(=O)OCCCS(=O)(=O)CCCCS(=O)(=O)CCC*,P450041.mol
6438,*Oc1cc2c(C(CC32CC(c2ccc(cc32)OC(=O)*)(C)C)(C)C)cc1,P450042.mol
6439,*OC(=O)OCC*,P450043.mol
6440,*Oc1c(cc(cc1)C(c1cc(c(cc1)OC(=O)*)CC)(C)C)CC,P450044.mol
6441,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)(CCC#N)C,P450045.mol
6442,*Oc1c(cc(cc1)C(c1cc(c(cc1)OC(=O)*)C)(CCC#N)C)C,P450046.mol
6443,*Oc1c(cc(cc1)C(c1cc(c(cc1)OC(=O)*)C)(CCC)CCC)C,P450047.mol
6444,*OC(=O)OCC(C(C*)OC(=O)OCC)OC(=O)OCC,P450052.mol
6445,*OC1CCC(CC1)OC(=O)OCCCCOC(=O)*,P450056.mol
6446,*OC(=O)OCC(C(C*)O)O,P450057.mol
6447,*OC(=O)OCC(C(C*)OC=O)OC=O,P450058.mol
6448,*OC(=O)OCC(C(C*)OC(=O)C)OC(=O)C,P450059.mol
6449,*OC(=O)OCC(C(C*)OC(=O)C(=O)OCC)OC(=O)C(=O)OCC,P450060.mol
6450,*OC(=O)OCC(C(C*)OC(=O)Oc1ccc(cc1)C(=O)OC)OC(=O)Oc1ccc(cc1)C(=O)OC,P450061.mol
6451,*OC(=O)OCC(C(C*)OC(=O)C(NC(=O)OC(C)(C)C)Cc1ccccc1)OC(=O)C(NC(=O)OC(C)(C)C)Cc1ccccc1,P450062.mol
6452,*OC(=O)OCC(C(C*)OC(=O)C(NC(=O)OCc1ccccc1)CC(C)C)OC(=O)C(NC(=O)OCc1ccccc1)CC(C)C,P450063.mol
6453,*OC(=O)OCCC*,P450064.mol
6454,*OC1CCC(CC1)OC(=O)OCCCCCOC(=O)*,P450065.mol
6455,*OC1CCC(CC1)OC(=O)OCCCCCCOC(=O)*,P450066.mol
6456,*OC1CCC(CC1)OC(=O)OCCCCCCCOC(=O)*,P450067.mol
6457,*OC(=O)OCC(C*)(C)C,P450077.mol
6458,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)CC,P450078.mol
6459,*Oc1c(cc(cc1)C(c1cc(c(cc1)OC(=O)*)C)(CC)C)C,P450079.mol
6460,*Oc1c(cc(cc1)C(c1cc(c(cc1)OC(=O)*)Cl)(CC)C)Cl,P450080.mol
6461,*Oc1ccc(cc1)C(c1cc(c(cc1)OC(=O)*)Cl)(C)C,P450081.mol
6462,*Oc1ccc(cc1)C(c1cc(c(c(c1)Cl)OC(=O)*)Cl)(C)C,P450082.mol
6463,*Oc1c(cc(cc1)C(c1cc(c(cc1)OC(=O)*)Cl)(C)C)C,P450083.mol
6464,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)(CCCC)CCCC,P450084.mol
6465,*Oc1ccc(cc1)C1(CCCCCC1)c1ccc(cc1)OC(=O)*,P450085.mol
6466,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)OC1C(C(C1(C)C)OC(=O)*)(C)C)(C)C,P452001.mol
6467,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)OC1C(C(C1(C)C)OC(=O)*)(C)C)(CC)C,P452002.mol
6468,*Oc1ccc(cc1)C1(CCCCC1)c1ccc(cc1)OC(=O)OC1C(C(C1(C)C)OC(=O)*)(C)C,P452003.mol
6469,*Oc1ccc(cc1)C1(C2CCC(C1)C2)c1ccc(cc1)OC(=O)OC1C(C(C1(C)C)OC(=O)*)(C)C,P452004.mol
6470,*Oc1ccc(cc1)C1(CCC(CC1)C(C)(C)C)c1ccc(cc1)OC(=O)OC1C(C(C1(C)C)OC(=O)*)(C)C,P452005.mol
6471,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)OC1C(C(C1(C)C)OC(=O)*)(C)C)(c1ccccc1)C,P452006.mol
6472,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)OC1C(C(C1(C)C)OC(=O)*)(C)C)(c1ccccc1)c1ccccc1,P452007.mol
6473,*Oc1ccc(cc1)C1(c2ccccc2c2ccccc12)c1ccc(cc1)OC(=O)OC1C(C(C1(C)C)OC(=O)*)(C)C,P452008.mol
6474,*Oc1ccc(cc1)c1ccc(cc1)OC(=O)OC1C(C(C1(C)C)OC(=O)*)(C)C,P452009.mol
6475,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)OC1C(C(C1(C)C)OC(=O)*)(C)C)(C(F)(F)F)C(F)(F)F,P452010.mol
6476,*Sc1ccc(cc1)Cc1ccc(cc1)SC(=O)*,P452014.mol
6477,*OC(=O)OCC(C*)OCCOc1ccc(cc1)C=Cc1ccc(cc1)[N+](=O)[O-],P452016.mol
6478,*OC(=O)OCC(C*)OCCCCOc1ccc(cc1)C=Cc1ccc(cc1)[N+](=O)[O-],P452017.mol
6479,*OC(=O)OCC(C*)OCCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)[N+](=O)[O-],P452018.mol
6480,*OC(=O)OCC(C*)OCCCCCCCCCCCOc1ccc(cc1)C=Cc1ccc(cc1)[N+](=O)[O-],P452019.mol
6481,*Oc1ccc(cc1)C1(c2cc(ccc2c2ccc(cc12)[N+](=O)[O-])N(C)C)c1ccc(cc1)OC(=O)*,P452021.mol
6482,*Oc1ccc(cc1)C1(c2cc(ccc2c2ccc(cc12)[N+](=O)[O-])OC)c1ccc(cc1)OC(=O)*,P452022.mol
6483,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)C(Cl)Cl,P452025.mol
6484,*Oc1c(cc(cc1Br)C(c1cc(c(c(c1)Br)OC(=O)*)Br)(C(F)(F)F)C(F)(F)F)Br,P452026.mol
6485,*Oc1ccc(cc1)C(=O)c1ccc(cc1)OC(=O)OC1C(C(C1(C)C)OC(=O)*)(C)C,P452027.mol
6486,*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OC(=O)OC1C(C(C1(C)C)OC(=O)*)(C)C,P452028.mol
6487,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)SCCCSC(=O)*)(C)C,P452029.mol
6488,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)SCCCCCCSC(=O)*)(C)C,P452030.mol
6489,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)Sc1ccc(cc1)C(c1ccc(cc1)SC(=O)*)(C)C)(C)C,P452031.mol
6490,*Oc1c(cc(cc1Br)S(=O)(=O)c1cc(c(c(c1)Br)OC(=O)*)Br)Br,P452032.mol
6491,*Oc1cc2c(C(CC2(c2ccc(cc2)OC(=O)*)C)(C)C)cc1,P452033.mol
6492,*Oc1c(cc(cc1Cl)C(c1cc(c(c(c1)Cl)OC(=O)*)Cl)C(Cl)(Cl)Cl)Cl,P452035.mol
6493,*Oc1c(cc(cc1Cl)C(=C(Cl)Cl)c1cc(c(c(c1)Cl)OC(=O)*)Cl)Cl,P452036.mol
6494,*OC(=O)OCC1CCC(CC1)C*,P452038.mol
6495,*OC(=O)OCC(C*)(C(=O)OCc1ccccc1)C,P452046.mol
6496,*OC(=O)OCc1ccc(cc1)COC(=O)OCCN(CC*)c1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-],P452049.mol
6497,*OC1C(CCCC1)OC(=O)*,P452050.mol
6498,*Oc1ccc(cc1)C(=Cc1ccc(cc1)c1ccc(cc1)C=C(c1ccc(cc1)OC(=O)*)c1ccccc1)c1ccccc1,P452055.mol
6499,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)OCCCOC(=O)*)(C)C,P452056.mol
6500,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)OCCCCOC(=O)*)(C)C,P452057.mol
6501,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)OCCCCCOC(=O)*)(C)C,P452058.mol
6502,*Oc1cc(ccc1)OC(=O)Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)(C)C,P452059.mol
6503,*Oc1ccc(cc1)OC(=O)Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)(C)C,P452060.mol
6504,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)Oc1ccc(cc1)Cc1ccc(cc1)OC(=O)*)(C)C,P452061.mol
6505,*OC(=O)OCC1CCC(CC1)COC(=O)OCCCC*,P452062.mol
6506,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)OCC1CCC(CC1)COC(=O)*)(C)C,P452063.mol
6507,*Oc1ccc(cc1)Cc1ccc(cc1)OC(=O)OCC1CCC(CC1)COC(=O)*,P452064.mol
6508,*OC(COC(=O)*)COc1ccccc1,P452065.mol
6509,*OC(COC(=O)*)COC(C)(C)C,P452066.mol
6510,*OC(COC(=O)*)COCCCC,P452067.mol
6511,*OC(COC(=O)*)COCCOC,P452068.mol
6512,*OC(=O)OCC1(CC=CCC1)C*,P452072.mol
6513,*Oc1c(cc(cc1)c1ccc(cc1)C(c1ccc(cc1)c1cc(c(cc1)OC(=O)*)F)(C)C)F,P452073.mol
6514,*OC(COC(=O)*)COCC,P452074.mol
6515,*OC(COC(=O)*)COC(C)C,P452075.mol
6516,*OC(COC(=O)*)CCC,P452076.mol
